example,label
Estonya 10 Afgan ı Sınavla alacak galiba 😅,not manipulative
Allah'ın indirdiği hükümler ile yönetilmek istiyorum ve tüm beşeri sistemleri #ProtestoEdiyorum  https://t.co/drG8YrXDZy,manipulative
@antonioguterres UN shd take strict actions in Afgan,unusable
"be amk kizi villada oturuyorsun, altinda araban var, semtinde afgan suriyeli mülteci yok. Sen daha ne mülteci guzellemesi yapiyorsun sana giren cikan var sanki. Millet sokakta yürümeye korkuyor siz hala at gözlükleriyle bakiyorsunuz",manipulative
@euronews_tr 30 ESTONYALI KORUYUCU AİLE VERİLMEK ÜZERE 2 YAŞ GURUBU VE ALTI AFGAN MÜLTECİLER İÇİN GEÇERLİ OLMAK ÜZERE 😄😄😄😄😄😄😄😄😄😄  https://t.co/P8RWes4NTh,not manipulative
@Deniz24t1 @RTErdogan Öncelikle ormanların yanması doğanın bir döngüsü kısacası olması gerekdiği kadar yanması lazım. Kozolaklarında yangın patlayıp etrafa tohum dağıtması lazımki orman yeniden canlansın biz ormana fidan ekersen onların ününe geçeriz. Kısacası ormanların yanması gayet doğal.,manipulative
"Kültür ve Turizm Bakanlığı, ""Manavgat Ulualan Orman Genel Müdürlüğü Yangın Yönetim Merkezi"" pistini golf sahasına çevirmek istiyor!  Şu an kullanılmakta olan yangın pistini ranta teslim ederken geç müdahale sonucu yok olan ağaçlarımızı hiç düşünmediniz mi?  Akılları hep rantta !  https://t.co/jcdyvluNT9",not manipulative
#MinnettarızERDOĞAN Haftada en az 2 PCR testi zorunluluğu aşıya zorlamaktır. Bu karar Bill'in adamlarına boyun eğmektir. Bu karara minnettar değilim Reis,manipulative
Bu test çubuklarına ne var..? Hiç merak ettiniz mi..? ⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️ #PcrDayatmasıDurdurulsun  #PCRFaşizmi  #PcrTestineHayır,manipulative
"EY BİR YANDAN SURİYELİ VEYA AFGAN MÜLTECİLERE ""İSLÂM KARDEŞLİĞİ"" ADINA SAHİP ÇIKTIĞINI SÖYLERKEN, DİĞER TARAFTAN ÇALIŞTIRDIĞI GÖÇMENLERE BİR T.C.VATANDAŞININ 1/3 ÜCRETİNİ YETERLİ GÖREN ""MÜSLÜMAN!"" SENİN GİBİ ""MÜSLÜMAN!""IN ........................................!",manipulative
"#MinnettarızERDOĞAN diyenlere!Erdoğan yapılaşma hatasına ve çok katlı yapılaşmaya karşı imiş. Niçin tetbir almadın ve hesap sormadın?Yalancıyı....Çok tartışılacak çıkış! Fatih Altaylı'dan Erdoğan'a ""Hesap sor"" çağrısı  https://t.co/XMieXxYgAr @YouTube  aracılığıyla",not manipulative
Kadın çaresiz kalmiş bende direnmesini istedim biliyoruz amaçlarını milleti bıkrirıp aşi olmalarini sağlamak amaclari bu dedim kadin artık beddua edecek raddeye geldi Rabbim fırsat vermesin bizleri onlarin serrinden korusun #PcrDayatmasıDurdurulsun #PCRZulmuenueKabulEtmiyoruz,manipulative
Üniversiteye sex için gittiğimizi söyleyen ile uçağın kanadında gitmeye çalışan afgan aynı zekaya sahip. #ÜnililerBavulHazırlıyor,manipulative
#MinnettarızERDOĞAN,unusable
Her zaman yanındayız bu ülkede senin yaptıklarını çekemeyen o kadar çok hain varki biz budamı demekten yorulduk yolun açık olsun #MinnettarızERDOĞAN,manipulative
@Sonsuzluk__1938 #SınırlarımızıZorlamayın,unusable
"#USpoli #CNDpoli #Afganistan when you see whats unfolding in Afgan, remember our leaders cheering it along, all corp media and public broadcasters in sync selling us this war, alternative media begging us not to go, reminds me of this vid    https://t.co/MvjjHqCRO8 via @YouTube",unusable
#PcrDayatmasıDurdurulsun  #ProtestoEdiyorum  #PCRZulmuenueKabulEtmiyoruz,unusable
"@bayrammetiin Yettiniz artık,  #SınırlarımızıZorlamayın  Haddinizi bilin...‼😡",manipulative
@Ask_Sehri__ @Zeynep_Sohni #MinnettarızERDOĞAN 🇹🇷🇹🇷,unusable
@hilaltasdelen5 @hedefimiz4107 @Ask_Sehri__ @cumhur077 @reisci_001 @BeyazDilekcee @Zeynep_Sohni @42Kny_ @__ONUR__10 @Muhammed7325 @mir__bey__10 @mer50706096 @k_1453_1071 @yenigull15 @meryem24223808 @the_hazan @CelalCihangir3 @33Aycana @TAN_3101 @izmirligokce @VLDNSVM33 @AYARSIZ_28 @SokaktakiBilge @cumaotur14 @yorgunn54 @TatarFerruh @Muhslihiddinyi1 @MSC21_ @Su55Uz @Nuro_81 @Ramazan34351 @vatanmillet0571 @yorukoglu_efele @BaykanSapduzen @onderdayi43 @MeteHan13586896 #MinnettarızERDOĞAN,unusable
@AKGenclikGM @GulMihribannn Durmak yok yola devam #BizBuradayız #MinnettarızERDOĞAN @akgencumr,not manipulative
@123arikanhande #SınırlarımızıZorlamayın,unusable
"Sahte korku salgınınızın ilk gününden beri nane limonumu içtim iyileştim ,  sahte pcr testini bizim başımıza bela eden sizin gibi en ufak rahatsızlığında hastaneye koşup, burnuna çubuk sokturan nane mollalardır !  Keşke zamanından beri ücretli olsaydı. #PcrDayatmasıDurdurulsun",manipulative
"FKP: Afganistan’daki koşullar, proleter devrimcilerin ortaya çıkması ve Afgan halkının devrimci değişim mücadelesine siyasi liderlik sağlaması için verimli bir zemin sunmaktadır  https://t.co/JN4s053pXG  https://t.co/0YrQA1YyMd",not manipulative
@Muhammed7325 @MSC21_ @__hasanulubatli @cumhur077 @reisci_001 @hedefimiz4107 @hasanunalll @BeyazDilekcee @Zeynep_Sohni @42Kny_ @__ONUR__10 @mir__bey__10 @mer50706096 @Uilliam676 @hedef2023_1 @k_1453_1071 @hilaltasdelen5 @meryem24223808 @VLDNSVM33 @AYARSIZ_28 @SokaktakiBilge @cumaotur14 @yorgunn54 @TatarFerruh @Muhslihiddinyi1 @Su55Uz @Nuro_81 @Ramazan34351 @vatanmillet0571 @yorukoglu_efele @BaykanSapduzen @Ask_Sehri__ #MinnettarızErdoğan,unusable
"Sabah Akşam “Lâiklik” diyen Bidenci Tayfa, ABD güçleri Kabil’i bile terk etmeden Afgan Halkının Zaferini değil, Taliban’ın “ne fena bir örgüt” olduğunu öne çıkararak adeta ABD Emperyalizminin Yenilgisini Gölgelemek İçin Çamur Deryasında Debelenip Ağlaşıyorlar.",not manipulative
#MinnettarızERDOĞAN  İş bilmezliğinizle Suriye'lilri başmza bela ettiğniz yetmezmiş gbi becerikszliğnzle yarın güçlü1şekilde iç güvenlk sorunu yaratack Afgan gençleri ülkeye doldurdğu içn değil minneti öfke doluyum.  Başıma 1şey gelirse yardım yataklıktan dava açın @RTErdogan  🤣,manipulative
Bizler denek değiliz. #PcrDayatmasıDurdurulsun,manipulative
30 Afgan mülteci kabul edeceğini açıklayan ülke alay konusu oldu  https://t.co/3eDNnPIhss  https://t.co/CbK8ElysSf,not manipulative
Kamu ve özel kurumlar personeline aşı olma bilgisini alması kişinin rızası ile olur kişi aşı olsa dahi bu bilgiyi KVKK maddelerince paylaşmama hakkına sahiptir! Yani yöneticileriniz sizden bubilgiyi alamadığı için kimseyi de PCR testi yapmaya zorlayamaz!  #PcrDayatmasıDurdurulsun,manipulative
@GURBETKUSU5757 #MinnettarızERDOĞAN ❤️🇹🇷,unusable
Akletmez misiniz?#PcrDayatmasıDurdurulsun,not manipulative
@euronews_tr Giren afgan suriyeli istilacıları hallettin de elalemin havalimanı kaldı bi. BİZE NE?,manipulative
Ben vatanımda değer görmek istiyorum Özgür olmak istiyorum. Tamam hastalık var ama çözümü bu değil bağışıklığımızı siz düşürüyorsunuz!!! #PcrDayatmasıDurdurulsun,not manipulative
@_DelininDegnegi #MinnettarızERDOĞAN,unusable
@35izmirNR #SınırlarımızıZorlamayın ..,unusable
Biden Admin Considers Using Civil Rights Law to Challenge GOP Governors’ Anti-Mask Mandate  Do you remember when you had Hi Hitler this what Biden has become a Nazi a Dictator. He removing freedom in every part of our lives. But he has a Major Problem Afgan. and he doing this.,unusable
"Orman yangınlarında, "" Niye uçak yok"" diye anıran moron sürüsü; Rus yangın söndürme uçağı düşünce bu sefer, "" Uçaklar, Türkiye'nin doğal yapısına uygun değil"" diyerek havlıyorlar. Bu mülevves, kenef parazit topluluğun asıl düşmanlığı Türkiye'ye.",manipulative
@KSQSallyW @POTUS This afgan country is a lost cause. We can't save every lost cause country on planet earth. Let's get out and throw away the keys. Now we don't know who we are bringing in. Get out and throw away the keys !!,unusable
"@centristjim1 @Nick_73_ @susie12789 @mrjamesob Are you saying that it wasn't an ""emergency""? Or that the the Afgan minsiter should have appreciated support from a more junior UK minister during the emergency?",unusable
İlaç firması sorumluluk almıyor. Doktorlar sorumluluk almıyor. Devlet sorumluluk almıyor. Ama aşı olmadığım için ben sorumsuz oluyorum. Yok yaa.  #PcrDayatmasıDurdurulsun  https://t.co/XyUXmeXktp,not manipulative
"Yangınların, sellerin, Afganlı Suriyeli göçmenlerin sınırlarımızı yol geçen hanına çevirmesinin tek sorumlusu ""Gılışdaroğlu"" hakkında gereğini yapmak için harekete geçmeyen ""Yüce Türk Yargısını"" #ProtestoEdiyorum",not manipulative
Ülkemizdeki Afgan Taliban hayranlığı olanlar millet ülkemize taliban Afgan’ın gelmesine karşı çıkıyor ve bu durumdan rahatsız.Siz Afganistan’a gidin herkes mutlu olur. 10 Afgan  https://t.co/rFsvcLjI69,manipulative
@HatunHuzunbaz #MinnettarızERDOĞAN 🇹🇷🇹🇷🇹🇷,unusable
##AVAX  #HayırlıCumalar #FBvHJK #PcrDayatmasıDurdurulsun #ARMYWillWaitForBTS Muhammed Gümüşkaya #MinnettarızERDOĞAN Sosa cryptoisland group 28 yüksekoranlar betparkŞubat  https://t.co/47rdpNo35n,unusable
"Yahu madem aşı olanlar virüsten korunuyorsa niye aşı karşıtlarına dayatma yapıyorsunuz? Bırakın kendi aramızda geberip gidelim.   ""Yoksa aşı korumuyor mu?""   #PcrDayatmasıDurdurulsun",manipulative
"@thecarolemalone @lisanandy It insensed me Carole seeing as it was BLAIR &amp; LABOUR who went into this trouble 20yrs ago then blatantly lied about WMD @Keir_Starmer should apologise on behalf of LABOUR for all the pain, heartache, loss, injury caused to our service personnel, Afgan ppl egging our Forgiveness",unusable
@ReturnedOk @saadmohseni Their defense plan depended on continued air support from the Americans. Who then bailed out of Bagram Air Force Base in the middle of the night July 4 without warning.  That plus Afgan government’s failure to feed and clothe them sent a strong message. They responded rationally.,unusable
@NancySinatra @sandibachom Dear Afgan Vets :  Imagine that in your lifetime you gave a country 's women the only freedom and education they will ever know - and then call yourselves amazing !,unusable
"#SınırlarımızıZorlamayın diyen CHP'liler bir konuda 100 yalan üretirken, Erdoğan sever sekülerler #MinnettarızERDOĞAN tweeti atıyor. Müritlerde #KANDIRILDIK #PcrDayatmasıDurdurulsun diyor. Cumhurbaşkanlığının da tek derdi müritlerin ne dediği, üretilen yalanlar umurlardında değil",manipulative
O tablodaki Fotoğraf herşeyi anlatıyor.❤️🙏  📌Seviliyorsun Koca Yürekli Adam.  #MinnettarızERDOĞAN  https://t.co/KhzHRrUzNY,not manipulative
Kız: Afgan kadınların haklarına kavuşması için sesimiz olun!  O sırada talibanın üst yetkilisine pikapta navigasyon ve ışık paket olsunmu abi diye soran ben:  https://t.co/XwuD1D2puX,not manipulative
"Yıllarca ssk sız çalıştım, ssk talep ettiğimde işe alunmıyordum. SSK yı işverenlere mecbur tuttu, şikayet hakkımız olduğunu söyledi #MinnettarızERDOĞAN",not manipulative
@ahmetustt #MinnettarızERDOĞAN,unusable
"@uyanhadi_ Buna göre günde 50 tır kaçak Afgan göçmen alan Türkiye'ye bir ayda kaç kaçak göçmen gelir? - Tyt,Ayt,Kpss 2022 sınav sorusu",manipulative
Fenerbahçeli Muhammet gol sonrası armasını bulamadı!  https://t.co/3IFVg6tqlZ @YouTube aracılığıyla #fenerbahçe #helsinki #wizkid #fbchjk #protestoediyorum #MinnettarızERDOĞAN,not manipulative
dihh request: afgan - bukan cinta biasa (AUTO-RJ) #IRC #IndoGaul #StreamOnlineRadio #Request #Musik #IGradio,unusable
@DefenderOfInd bhai jis din un charo ne than li ... tera kya hoga....sala yaha eek se pange lenese pehele ham 1000 bar sochte hai.... inko khatro ka khiladi banna hai.... i request all afgan girls if you are forced to marry any one .... make sure that bastard is dead first chance you get ...,unusable
Eşimle sürekli siyaset konuşuyoruz en uzun sohbetlerimiz ekonomi 2023 seçimleri hukukta adaletsizlik eğitimde eşitsizlik..4 gün önce evlilik yıldönümü diye akşam dışarı çıktık biraz sessiz kalınca ee hadi bi konu mu açsak dedim -ya binlerce Afgan geliyor nolacak böyle dedi 🤦,not manipulative
Aba altından sopa göstermek bunun adı...  #PcrDayatmasıDurdurulsun,not manipulative
#SınırlarımızıZorlamayın  https://t.co/MjG1py0Y0h,unusable
Kabil’den havalanan kargo uçağından düşenlerden birinin Afgan milli futbolcusu Zeki Enveri olduğu açıklandı  https://t.co/IytUsxApl9,not manipulative
@g1_dse #SınırlarımızıZorlamayın. .,unusable
@ismailsaymaz Ayrıca tüm kadın çalışan personel ve görevli Dr hemşire memur öğretmenlerin işlerine devam etmelerini istemesi neyin göstergesidir  Afgan halkı 50 yıldır ilk defa kendilerini canlarını ve mallarını güvende hissederek uyumaktadır ülkede güven varsa adalet vardır,not manipulative
@Biktimamq @DogukanGlr98 @xsenodante1 @PolifyHaber @hicetikdegill tam onu yazdım alttaki yorumda. Afgan ordusundan kalanlar olabilir. Havalimanı taliban'ın sikinde mi olur aq. Antlaşma olmasa orayı da bombalarlar,manipulative
"Akın akın sınırımızdan genç Afgan erkekler girerken, Afgan kadınları direniyor.  Çok güzelsiniz.",manipulative
Bakan Koca’dan yurt dışı seyahat için ek aşı açıklaması!  https://t.co/WGMzTWwGFK #BiyolojikÖlümAşı #ProtestoEdiyorum   Biaontech Sinovac,not manipulative
"@bhagat_bn @duryodan_ @iVimalPandey @Tushar_KN @SriramKannan77 @BharathiyaPsra @ElHanjiI1 @venuvakeel @VImvinit007 @Sumita327 @Sassy_Hindu @FltLtAnoopVerma If they wanted, they know the precise location of Afgan president office. They could have done precision bombing and eliminate Taliban leadership in one go when they assembled there. Very surprising.",unusable
"@bozzystuff It's a political situation, China and Afgan share a border of 45mls. In that area China have a dissident movement who the red army are struggling to keep peace with. Some of the dissident's have passed through Afgan to other countries and are starting to make life uneasy",unusable
"@Dogu_Perincek @ErtanOzyigit Istediğiniz kanala çıkın, ama Atatürk 'ün adını anmayın. Hele ki Kurtuluş savaşını,  kazanılan onca zaferi, Türk halkının galibiyetini, halkına  karşı savaşan Talibanla karşılaştırmaya kalkışmayın. Bu nasıl kurtuluş savaşıysa,  Afgan halkı akın akın kaçıyor.",not manipulative
"@nevsinmengu Afgan mülteciler yanı başındaki kültürlere ayak uyduramazken ,Estonya'dan fazlasını beklemek abes olur.",manipulative
@devrimcanege #SınırlarımızıZorlamayın ‼️,unusable
ALANYA POSTA TV ANA HABER BÜLTENİ #alanya #pandemi #sağlık #ekonomi #yangın #orman #manavgat #güzelbağ #gündoğmuş #ormanyangını  #tarım #büyükşehir #motor #motosiklet #saadetpartisi #salgın #ziraatodası #ziraat #aşı #ilaç #farkındalık   https://t.co/QsMN8d4MAU,not manipulative
"Afgan ve Suriyeliler 17 yaşındaki kıza tecavüz edip, başını taşla ezerken ve de 18 yaşındaki çocuğun kalbine bıçak sokarken o sırada mülteci savunucuları:  https://t.co/a6QAnaiiUC",manipulative
@CTRavi_BJP @adgpi Hahahha jisnay America kay gand mari aab wooh Indian ke maraingay Aur phir afgan jalabi pa dance kerwaingay.,unusable
Afgan sığınmacıların Türkiye’ye gelişi konusunda Keşan halkı ne dedi?  https://t.co/YMtBBN88XB  https://t.co/RXYH7tVzGO,not manipulative
"İşlev kazandırılmış virüs üzerinden suni pandemi,  aşı pasaportu küreselcilerin insanı kölelestiren  dijital kontrole dayalı otoriter sistemine  yönelik adimlardır.  #MinnettarızERDOĞAN",not manipulative
Marmaris’te yangın bölgelerinde ekiplere yardım edenler ormanda makilerin arasına atılmış çok sayıda torpil de denilen maytap türü patlayıcılar buldu. Maytaplar hainlerin orman yangınlarını genişletmek için bu patlayıcılardan yararlandığı kuşkusunu beraberinde getirdi.,not manipulative
@zekibahce İşlerı güçleri bu show yapmak.gelen Afgan'lara yardım edın desen bı tanesını bulamassın meydanda,not manipulative
"A year before, we were praising Afgan Cricket team that they attained success against all odds. And that used to be little incident of positivity and believe in dreams...  And i guess we never gonna see that team again And ICC wouldn't allow Taliban to play in World series!",unusable
Ne zannediyorlarki a-şı olanlar? Bize reva gördüklerinin aynısına muhattap olmaları yakındır. Ufak ufak alttan işleniyor. Siz de tehlikelisiniz diyecekler. O gün yine biz size destek olacağız. #PcrDayatmasıDurdurulsun,manipulative
@rosepet19239091 @SnipzPA @walkswithhawk @NicolleDWallace I noticed that as well.  Spent much less time on Afgan.  Biden deserves some criticism. The FG and Biden should of been withdrawn Afgans and other Americans before the military.  No one thought the Afgans would laydown within days. That's what caused all of it. Biden gets hurt.,unusable
#KANDIRILDIK #KabineDarbesi #MinnettarızERDOĞAN @drfahrettinkoca Almanya Çin Abd Rusya aşıları çıkartalı 1 yıl olucak neredeyse bizim ülkede yerli aşının şırıngası bile yok hani iyiydik hani dünyanın 1 numarasıydık yazıklar olsun kötülüğünüzde boğulun,manipulative
#SınırlarımızıZorlamayın  https://t.co/nYzB9v65wc,unusable
"Paylaşın, paylaştırın..sessiz kalınırsa sonucu bu olacak....  #PcrDayatmasıDurdurulsun #YalancıKemal  #MinnettarızERDOĞAN  #KabineDarbesi  https://t.co/3PsbSrsrGh",not manipulative
"#PanjshirValley #NorthernAlliance #RiseofAfganistan  Rule for Rise of Afganistan:  Non Cooperation. Make it a mass movements . Come out in large numbers .                Defy Taliban.  No Hope from UN, US, NATO, INDIA.    Hope lies in Afgan people.     Afgan March in Kabul .  https://t.co/T76II1Vyve",unusable
@OGMgovtr #YeşilVatan  https://t.co/xn4wXtWz6S,unusable
#MinnettarızERDOĞAN  https://t.co/3wKXEFrwZG,unusable
Amerika mazlum afgan halkını talibanin kucağına birakti. Ölen her cocuk ölen her genç her kadın her adam siz ve sizin gibi siyaset yapan bütün ülkelerin. İnsanlık pislik bok icinde ve biz canice talibanla ayni görüşlerimiz var diycez oyle mi ? Ozman sizde katillere ortsksiniz,not manipulative
"Neden yurdumuza,Alman,Fransız,İngiliz işgalci mülteci gelmez de,afgan ve suriyeliler gelir? İşte islam diye geçinen ülkelerin hali! Türkiye ortadoğunun çöplüğü değildir! #SınırlarımızıZorlamayın",manipulative
Yolgecen hanına döndü koca ülke akp sayesinde:( #SınırlarımızıZorlamayın,manipulative
#PcrDayatmasıDurdurulsun,unusable
"Bu cesareti kimden alıyorlar biliyor musunuz? Her fırsatta liderine taş atan sizlerden. Her fırsatta polyannacılık yapan sizlerden alıyorlar bu cesareti. Alenen dinimize hakaret edilirken sesiniz çıkmıyor, Pcr diye diye liderinize saldırıyorsunuz. #PcrDayatmasıDurdurulsun",manipulative
@EgitimBirSen En kısa sürede sivil itaatsizlik eylem kararı vermenizi bekliyoruz. Açıklamanız haklarımızı korumamız için yeterli değildir. Aksi durumda istifa edip haklarımızı daha iyi koruyacak başka sendikaya geçeceğim. #PcrDayatmasıDurdurulsun #PCRZulmuenueKabulEtmiyoruz,not manipulative
@taylan19191 #SınırlarımızıZorlamayın!,unusable
"Daha gidecek çok yolumuz, yapacak çok işimiz var Geleceğin büyük ve güçlü Türkiye İçin Milli Hesaplar  Yan yana Kim bizimle Yürüyor görelim   #MinnettarızERDOĞAN   @avzihnicaliskan @ozlemunalir @n_gunyuzu @avmusabtayyib @KenanBayrakta @gulyenergul @yildirimtemel35 @Zeynep98631473  https://t.co/OY0Wrf16tG",not manipulative
Reis şu botlara vereceğin parayı bana versene aq oto yıkamacı falan açıcam #MinnettarızERDOĞAN,not manipulative
Cumhurbaşkanının da akp de kaybedeceklerini bildikleri için oy kaygısı yokda asıl muhalefete ne oluyor ama onlarda biliyor küresel çetenin onayı alınmadan iktidar olunmaz bu memlekette #PcrDayatmasıDurdurulsun  https://t.co/NH9eW3zDTa,not manipulative
"@Klazkizi_61 #MinnettarızERDOĞAN  Ve Cumhurittifakına,da Yüzünük ak gönlünüz pak",not manipulative
"@avukatozbek @yvzah Şöyle bir şeydir: Taliban, Afgan halkından aldığı destekle tam 20 küsur yıl boyunca işgalci Amerika ve müttefik emperyalistleriyle savaşmış ve sonunda müstevlileri yenip arkalarına tekme atarak ülkesinden kovmuştur.",not manipulative
PCR dayatması yıldırma politakasıdır DSÖ yü ABD den kovdular biz ofis açtık heyyt yavrum heytt tvit bu kadar   #PcrDayatmasıDurdurulsun,manipulative
Perinçek ve Aydınlıkçıların Taliban dostu açıklamalarını her gördüğümde aklıma geliyor. Talibanı ‐ Afgan cihatçıları Amerika'nın desteklediği dönemde (Sovyet işgalinin akabinde) Çin de Afgan cihatçıları destekliyordu ve Sovyetler'in karşısında yer almıştı.,not manipulative
DAMQKWMDKDMDL adam dalga geçiyor aloooo #MinnettarızERDOĞAN  https://t.co/Ham2yomKGI,not manipulative
Olm biz  10 afganı kahvaltı hazırlarken gözümüz kaldığı için ağzımıza attığımız 2 dilim salam niyetine geçiriyoruz sınırdan lan toplamda 10 afgan almak nedir. Boşverin afganı beni alın.,not manipulative
Testi pozitif çıkan bir öğrenci  10 gün karantinaya alınacak peki kaçırdığı dersler ne olacak ve bu döngü 1yıl devam edecek.  Bunu aklınız alıyormu düşünürken beynim yandı. #PcrDayatmasıDurdurulsun,not manipulative
"Afgan kadınlarının yaşadıkları aynasında ortak geleceğimize bakıyor, İstanbul Sözleşmesi’nden çekilme, çocuk yaşta evlilikleri özendirme ve toplumsal cinsiyet eşitliğini reddeden kadın düşmanlarına karşı verilen bir mücadelenin parçası olarak görüyoruz.",not manipulative
"Daha fazla tweet atmak lazım #Delta ile gündem değişmeden.Korku yükleniyor yine ama iyi de oluyor,buna uygun asi da dediler mı tamamdır.#PcrDayatmasıDurdurulsun",manipulative
Orman yangınları 15 milyon ton karbondioksit emisyonuna neden oldu #Yangın  https://t.co/NTe9l6OO2N,not manipulative
Ben kapıdan çıkar çıkmaz 10 Afgan’lı görüyorum zaten. Siz hiç almayın biz hepinizin yerine alıyoruz.,manipulative
#MinnettarızERDOĞAN sabah sabah kahkaha attıran yag valla daha komiği olamazdı. Minnettarmışız shshqsjjsjs,not manipulative
"""Cok vefali bir dostun elini tutarcasina, Sağ elimi sol elimin üstüne getirdim..""  #hayirlicumalar #HayırlıSabahlar #MinnettarızERDOĞAN  https://t.co/h73AFDla9c",not manipulative
Tek minnetim MUSTAFA KEMAL ATATÜRK'e dir #MinnettarızERDOĞAN,not manipulative
@nevsinmengu bağcılara 10 saniyede 10 afgan giriş yapıyo aq,not manipulative
"İrtica var diyen 28 Şubat paşaları haklı çıkarken neden bugün zulm görüyor?!  Gününüz irticasız, talibansız, şeriatsız olsun ki Afgan kadınların laiklik feryatlarıyla kulağınız çınlasın!  Yüce Atatürk'ün değerini bir kez daha anlıyoruz.",manipulative
"shout out to afgan women, remember the real fight. on side with dough. backed by dsx",unusable
Aşı bulaşı tam azaltmasa da ölüm riskini ve dolayısıyla salgının ölümcül algısını durduruyor .Aşı bulaşı tam engelleyemiyor diyerek  kendinizi kandırmayın.#PcrDayatmasıDurdurulsun,not manipulative
"Yemin ediyorum şu an bunlara karşı öfke patlaması yaşıyorum. Yavrum aşının sizi koruduğunu düşünüyorsanız gidin olun ve korunun bizden ne istiyorsunuz. Belki ben olmek istiyorum, Size ne???  #PcrDayatmasıDurdurulsun",manipulative
#MinnettarızERDOĞAN,unusable
BADEMLİ ÇORBA ( HİNDİSTAN) #GümüşhaneKöyOlsun #HayırlıCumalar #SınırlarımızıZorlamayın 10 Afgan #MinnettarızERDOĞAN Delta Plus Cemal Enginyurt Cumamız Mübarek Olsun Elvan  https://t.co/08Xu5Ohn0j,unusable
Mesele pcr testi istemeniz değil.. Mesele bunu insanları zorla yıldırıp aşılamak için istemeniz.. #PcrDayatmasıDurdurulsun,manipulative
Birgün herkes aynen böyle pişman olacak.... #MinnettarızERDOĞAN  https://t.co/9o4D7d7HIc,not manipulative
Kahramanmaraş/Onikişubat/Ilıca'da başlayan orman yangınına müdahale eden bir yangın söndürme uçağı düştü.  Bölgeye arama-kurtarma ekipleri sevk edildi.  #Kahramanmaraş #kahramanmarasyanıyor #Onikişubat #Ilıca #SONDAKIKA #SonDakika,not manipulative
"Şemdinli'de devam eden orman yangını olduğu ve müdahale edilmedigi haberleri var. 14 yaşında çocuklar drone oyuncak alıyor. Yangın yoksa olmadığını görüp ferahlayalım, varsa müdahale edilsin. @OGMgovtr #şemdinliyanıyor",not manipulative
"@Unsocial_anime @airravata @ANI Because I'm not the one, whose using afgan flag beside my name 😌😌 and talking  rubbish, I hope you got your answer,",unusable
#SeninleyizREİS #MinnettarızERDOĞAN Yolun yolumuz güvenimiz sonsuz 🥰🥰🥰🥰🇹🇷🇹🇷🇹🇷🇹🇷  https://t.co/EX3gSQhcX3,not manipulative
#helpafghanwomen Afganistan da beni tek ilgilendiren konu Kadınlar ve Çocuklar. Onursuz ve Korkak Afgan erkekleri hiç umurumda değil.  https://t.co/tBSJjdG2VX,manipulative
"Avustralya Özel Kuvvetleri, 39 Afgan sivili işte böyle katletti!👇  #Afghanistan #Kabul #Afganistan #Kabil #KabilHavaalanı  https://t.co/5Vvu9S32Iu",not manipulative
#Afgan multecilerin kapımıza yığılmaması için #Türkiye'nin #Afganistan'ın istikrar ve kalkınmasına destek olmazı lazım.,not manipulative
"Allah kimseyi bu kadar nimetten faydalanıpta, nankör etmesin   #MinnettarızERDOĞAN  https://t.co/DhewctoRl7",not manipulative
Düzenlemesini ben icraatleri ise Reisin  yaptığı videoya desteklerinizi bekliyoruz.  Birilerinin yine sodaya ihtiyacı var :) #MinnettarızErdoğan,not manipulative
@KamVTV @hugolowell Seems a little too convenient with the afgan failure going on,unusable
"When I think about sacrifice that time I think about Women. Every caste, Every religion suppressed women. They do everything to stop women autonomy so whoever decides women work by their clothes so you brro don't need to think about afgan #women. #Feminism",unusable
"Cumhurbaşkanı @RTErdogan:  ""Ana muhalefetin veya ana muhalefetin yanındaki muhaliflerin dediği gibi 1,5 milyon Afgan ülkemizde kesinlikle yok. Bunların hepsi birer yalan.""  https://t.co/k7WOVKnzmO",not manipulative
"Afganistan Atatürk değilde Taliban çıkardı. Afgan toplumunun tarihsel birikimi sosyoekonomik koşulları halkın nesnel durumu  Atatürk'ü değil ama Taliban'ı yarattı.  Burada büyük bir siyaset felsefesi sosyoloji, iktisat var. Derin bir kavrayış var.  #PerinçekHabertürkte",not manipulative
At izi it izine karıştı. Köle olduk. Özgür irade kalmadı. Pandemi ayağına istedikleri herşeyi yapıyoruz.  https://t.co/T9cYBSr5nt #PcrDayatmasıDurdurulsun,manipulative
@MELKEERDEMR1 @DiyarrE30 Yaww sen niye siyaboluk yapıyorsun biz ne güzel anlaşmıştık şimdi yerimize Afgan birini alacak sbdbdhdh,manipulative
"@BritComMil Seeing whats happening in Australia, those Afgan ls will be begging to go back.",unusable
"Önceden Türk,Kürt, Laz,Çerkez,Roman vatandaşlarımız diyorduk, Şimdi Suriyeli,Afgan,İranlı,Iraklı,Pakistanlı,Malezyalı,Filipinli, Somalilililililili gidiyor nereye gidecekse daha ötesi😜",manipulative
"Yakın bir zaman önce ''filistin icin ölürüm,Reis bizi filistine gönder''diyenler.. Türkiyedeki orman yangınları ve sel felaketleri icin,hic biri ''Yangınları söndürelim,Reis bizi yangın söndürmeye gönder''demediler.  Türkiyenin  %98'i müslüman degil,Türkiyenin %98'i soru isareti!",manipulative
